#:Data_list: 20190708_Gp_pchan_5m.txt
#:Created: 2019 Jul 09 0011 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Label: P1 = Protons from 0.7 -   4 MeV units #/cm2-s-sr-MeV
# Label: P2 = Protons from   4 -   9 MeV units #/cm2-s-sr-MeV
# Label: P3 = Protons from   9 -  15 MeV units #/cm2-s-sr-MeV
# Label: P4 = Protons from  15 -  40 MeV units #/cm2-s-sr-MeV
# Label: P5 = Protons from  38 -  82 MeV units #/cm2-s-sr-MeV
# Label: P6 = Protons from  84 - 200 MeV units #/cm2-s-sr-MeV
# Label: P7 = Protons from 110 - 900 MeV units #/cm2-s-sr-MeV
# Label: P8 = Protons from 350 - 420 MeV units #/cm2-s-sr-MeV
# Label: P9 = Protons from 420 - 510 MeV units #/cm2-s-sr-MeV
# Label: P10= Protons from 510 - 700 MeV units #/cm2-s-sr-MeV
# Label: P11= Protons from      >700 MeV units #/cm2-s-sr-MeV
# Source: GOES-14
# Location: W105
# Missing data: -1.00e+05
#
#                                        5-minute  GOES-14 Energetic Proton Flux Channels
#
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day      P1        P2        P3        P4        P5        P6        P7        P8        P9       P10       P11
#---------------------------------------------------------------------------------------------------------------------------------------------
2019 07 08  2305   58672  83100  1.53e+00  1.05e-02  7.27e-03  1.30e-03  2.55e-03  6.35e-04  8.51e-04  3.39e-03  1.54e-03  1.11e-03  1.71e-04
2019 07 08  2310   58672  83400  1.35e+00  1.05e-02  7.27e-03  2.30e-03  1.20e-03  2.65e-04  1.01e-03  3.34e-03  1.76e-03  9.22e-04  1.56e-04
2019 07 08  2315   58672  83700  2.91e+00  1.05e-02  7.27e-03  6.70e-03  1.37e-03  6.35e-04  8.86e-04  3.25e-03  1.99e-03  9.60e-04  1.62e-04
2019 07 08  2320   58672  84000  1.87e+00  1.05e-02  2.01e-02  4.93e-03  3.92e-03  2.65e-04  1.11e-03  2.89e-03  2.03e-03  8.47e-04  1.73e-04
2019 07 08  2325   58672  84300  1.47e+00  1.05e-02  7.27e-03  7.55e-03  1.20e-03  2.65e-04  7.69e-04  3.66e-03  2.03e-03  9.22e-04  1.44e-04
2019 07 08  2330   58672  84600  2.04e+00  1.05e-02  7.27e-03  3.18e-03  1.20e-03  4.46e-04  1.04e-03  3.88e-03  1.94e-03  1.11e-03  1.21e-04
2019 07 08  2335   58672  84900  2.00e+00  1.05e-02  5.48e-02  1.30e-03  1.36e-03  2.65e-04  8.40e-04  3.03e-03  2.03e-03  9.41e-04  1.62e-04
2019 07 08  2340   58672  85200  2.24e+00  1.05e-02  7.27e-03  6.90e-03  3.33e-03  2.65e-04  1.21e-03  3.03e-03  1.26e-03  8.09e-04  1.71e-04
2019 07 08  2345   58672  85500  1.90e+00  1.05e-02  7.27e-03  8.87e-03  1.20e-03  2.65e-04  1.09e-03  3.25e-03  1.72e-03  9.41e-04  1.71e-04
2019 07 08  2350   58672  85800  1.05e+00  1.05e-02  7.27e-03  7.55e-03  1.20e-03  2.65e-04  9.32e-04  3.43e-03  2.17e-03  7.72e-04  1.25e-04
2019 07 08  2355   58672  86100  1.22e+00  1.05e-02  1.83e-02  1.35e-02  1.20e-03  2.65e-04  8.96e-04  3.79e-03  1.90e-03  7.72e-04  1.31e-04
